gene_id	gene_name	HD1	HD2	HD3	HND1	HND2	HND3
ENSG00000262413	ENSG00000262413	247.457	3	52.519	466.308	1	79.495
ENSG00000262420	TXNDC11-AS1	483.847	12	256.589	161.022	9	322.082
ENSG00000262429	ENSG00000262429	1077.108	0	44.887	513.215	0	138.128
ENSG00000262434	ENSG00000262434	17.196	2	126.093	388.222	2	96.593
ENSG00000262445	ENSG00000262445	58.865	0	265.859	383.782	0	58.864
ENSG00000262454	MIR193BHG	233.763	574.999	348.654	370.646	779	39.227
ENSG00000262456	ENSG00000262456	186.716	0	53.655	146.116	1	61.849
ENSG00000262461	SPDYE9	99.902	0	56.929	418.543	0	219.451
ENSG00000262468	LINC01569	122.685	39	419.654	219.344	21	170.465
ENSG00000262470	TVP23CP2	228.595	1	154.699	706.253	3	89.461
ENSG00000262471	ENSG00000262471	655.566	0	241.562	131.272	0	314.635
ENSG00000262480	SAMD11P1	130.149	0	230.388	201.182	0	319.23
ENSG00000262481	TMEM256-PLSCR3	25.325	24.743	300.915	167.067	5.632	8.854
ENSG00000262482	ENSG00000262482	300.291	0	303.354	346.68	0	103.534
ENSG00000262484	CCER2	164.045	0	297.043	149.235	4	9.064
ENSG00000262488	ENSG00000262488	265.508	0	304.753	449.405	0	116.998
ENSG00000262492	ENSG00000262492	265.316	0	26.043	208.566	0	116.244
ENSG00000262495	ENSG00000262495	369.005	0	556.914	96.679	0	212.146
ENSG00000262497	FAM187B2P	39.204	1	55.23	520.628	0	30.382
ENSG00000262500	MAPK8IP1P1	161.417	0	243.183	320.914	0	107.943
ENSG00000262503	SPICP3	37.485	0	30.032	136.046	1	369.673
ENSG00000262514	ENSG00000262514	108.737	4	128.223	37.218	2	208.285
ENSG00000262516	DPPA3P6	66.443	0	133.474	557.404	0	14.476
ENSG00000262518	ENSG00000262518	153.721	0	185.66	47.983	0	34.522
ENSG00000262519	TXNP4	227.073	0	90.712	408.69	0	192.225
ENSG00000262521	ENSG00000262521	106.048	0	133.582	179.341	0	76.729
ENSG00000262526	ENSG00000262526	586.925	0	151.122	45.052	0	155.701
ENSG00000262528	ENSG00000262528	207.726	3	334.204	164.804	6	10.517
ENSG00000262529	ENSG00000262529	104.115	0	611.162	245.669	0	59.357
ENSG00000262533	ENSG00000262533	303.84	0	317.818	372.023	0	80.021
ENSG00000262539	ENSG00000262539	113.404	1.185	135.485	121.2	0	7.387
ENSG00000262543	SMIM28	84.423	0	467.506	52.567	0	57.469
ENSG00000262558	ENSG00000262558	91.675	0	254.582	220.527	0	103.47
ENSG00000262560	ENSG00000262560	202.54	0	92.893	181.029	3.213	200.566
ENSG00000262561	ENSG00000262561	99.556	0	343.108	7.936	0	177.805
ENSG00000262566	ENSG00000262566	111.119	0	158.571	289.711	0	77.824
ENSG00000262576	PCDHGA4	144.257	131.673	170.207	41.836	161.207	131.073
ENSG00000262580	ENSG00000262580	385.419	20	138.382	21.22	44	138.736
ENSG00000262583	TMEM231P1	561.218	0	417.798	94.212	0	30.705
ENSG00000262585	LINC01979	364.157	1	328.103	26.208	0	42.507
ENSG00000262587	ENSG00000262587	127.763	0	171.69	144.481	0	296.629
ENSG00000262609	BTF3P14	438.142	0	130.455	74.087	0	178.521
ENSG00000262619	LINC00621	57.449	18	195.461	114.425	18	89.002
ENSG00000262623	ENSG00000262623	75.654	0	157.234	187.818	0	253.616
ENSG00000262624	ENSG00000262624	143.087	1	553.903	546.454	0	74.151
ENSG00000262628	OR1D5	366.511	0	72.875	67.718	0	77.833
ENSG00000262633	ENSG00000262633	31.803	0	763.527	115.591	22.314	90.42
ENSG00000262636	ENSG00000262636	145.125	0	138.36	123.293	0	346.731
ENSG00000262648	PHB1P15	262.577	0	217.35	32.022	0	187.186
ENSG00000262651	ENSG00000262651	127.982	0	185.481	632.134	0	93.953
ENSG00000262652	ENSG00000262652	48.929	3	162.108	257.593	8	193.557
ENSG00000262655	SPON1	87.981	72	317.849	356.024	1029	53.721
ENSG00000262660	ENSG00000262660	647.898	0	122.783	277.687	0	94.768
ENSG00000262662	ENSG00000262662	478.53	0	321.772	191.593	0	251.995
ENSG00000262663	ENSG00000262663	316.687	3	198.791	444.368	7	233.442
ENSG00000262664	OVCA2	1086.153	413.93	136.222	188.195	350.55	57.735
ENSG00000262678	CAMTA2-AS1	122.205	1	18.653	127.452	0	382.42
ENSG00000262681	ENSG00000262681	113.108	58	111.329	226.105	32	368.714
ENSG00000262686	GLIS2-AS1	229.643	0	345.64	52.85	2	119.866
ENSG00000262691	ENSG00000262691	149.186	2	60.258	292.77	2	77.227
ENSG00000262692	ENSG00000262692	47.653	0	211.31	186.221	0	135.741
ENSG00000262693	ZFP3-DT	306.32	0	28.408	136.585	0	534.564
ENSG00000262700	ENSG00000262700	158.548	5	69.932	507.51	0	366.407
ENSG00000262703	ENSG00000262703	2.087	0	51.12	49.832	0	60.283
ENSG00000262708	ENSG00000262708	297.088	0	31.866	305.862	0	86.734
ENSG00000262712	ENSG00000262712	250.089	9	36.466	11.739	3	148.232
ENSG00000262714	ENSG00000262714	618.297	46	133.728	215.384	26	148.703
ENSG00000262721	ENSG00000262721	9.067	1	37.286	7.735	0	55.621
ENSG00000262728	ARHGAP11A-DT	406.75	26.325	198.222	154.239	14.092	172.028
ENSG00000262730	ENSG00000262730	1051.675	0	870.905	185.316	0	287.526
ENSG00000262732	ENSG00000262732	67.828	0	11.656	443.06	0	286.562
ENSG00000262759	MRPS21P9	69.341	0	74.492	165.678	0	418.746
ENSG00000262766	ENSG00000262766	160.436	6	210.806	55.468	7	245.2
ENSG00000262768	ENSG00000262768	56.177	0	21.804	30.559	0	181.686
ENSG00000262769	ENSG00000262769	198.357	0	189.927	157.655	0	175.984
ENSG00000262772	LINC01977	195.327	1	566.211	142.114	0	57.781
ENSG00000262777	ENSG00000262777	85.327	0	472.293	529.881	0	149.063
ENSG00000262786	ENSG00000262786	184.148	0	230.417	279.41	0	424.073
ENSG00000262791	ENSG00000262791	61.872	0	161.751	324.187	0	449.652
ENSG00000262801	ENSG00000262801	255.828	12	380.603	439.155	20.001	508.135
ENSG00000262803	ENSG00000262803	231.219	1	60.034	27.654	1	307.006
ENSG00000262810	ENSG00000262810	96.122	0	386.199	252.589	0	342.853
ENSG00000262814	MRPL12	104.453	695	104.024	44.41	530	336.175
ENSG00000262815	ENSG00000262815	118.229	0	52.597	83.452	0	110.791
ENSG00000262818	ENSG00000262818	245.216	0	313.159	110.908	0	315.42
ENSG00000262823	ENSG00000262823	235.839	6	121.806	100.033	3	225.987
ENSG00000262831	ENSG00000262831	41.87	1	50.812	291.513	0	23.61
ENSG00000262833	ENSG00000262833	355.469	0	100.61	515.68	0	86.148
ENSG00000262837	ENSG00000262837	393.291	0	345.566	172.391	0	313.809
ENSG00000262848	ENSG00000262848	59.172	0	154.829	591.538	0	155.988
ENSG00000262855	ENSG00000262855	18.55	0	189.19	610.441	0	66.912
ENSG00000262869	ENSG00000262869	43.349	0	377.361	1114.221	1	23.788
ENSG00000262870	CYCSP40	28.997	0	183.927	379.031	0	243.665
ENSG00000262873	ENSG00000262873	60.302	0	238.712	104.382	1	222.265
ENSG00000262874	C19orf84	36.587	0	126.324	42.43	0	136.15
ENSG00000262877	ENSG00000262877	11.988	9	539.147	135.248	19	223.678
ENSG00000262879	ENSG00000262879	52.082	1014.229	29.855	342.696	969.553	164.058
ENSG00000262880	ENSG00000262880	107.358	0	560.255	331.138	7.779	428.632
ENSG00000262881	ENSG00000262881	671.186	0	86.662	146.768	0	150.341
ENSG00000262884	ENSG00000262884	566.537	15	90.146	47.507	3	27.305
ENSG00000262885	ENSG00000262885	259.269	0	126.235	251.875	0	465.441
ENSG00000262898	ENSG00000262898	1066.067	0	280.971	15.746	2.224	248.257
ENSG00000262899	ENSG00000262899	347.831	0	122.639	364.515	1	85.875
ENSG00000262902	MTCO1P40	82.599	4	374.53	45.831	1	117.515
ENSG00000262903	CTNS-AS1	344.728	4	119.281	116.552	4	91.961
ENSG00000262904	TMPOP2	161.05	0	31.139	324.316	0	111.362
ENSG00000262905	ENSG00000262905	32.451	0	116.197	110.09	0	78.877
ENSG00000262919	CCNQ	501.588	359	885.894	32.507	227	115.79
ENSG00000262920	ENSG00000262920	285.959	1	230.497	50.553	0	192.527
ENSG00000262921	ENSG00000262921	381.381	0	110.041	137.89	0	346.838
ENSG00000262943	ALOX12P2	236.631	0	233.042	199.265	0	50.525
ENSG00000262950	ENSG00000262950	171.063	0	208.112	215.78	0	261.193
ENSG00000262953	EIF4A1P9	525.69	0	44.143	78.252	1	117.022
ENSG00000262959	RPL23AP86	22.639	0	48.756	163.293	0	260.136
ENSG00000262961	ENSG00000262961	244.023	0	770.063	119.944	0	29.281
ENSG00000262962	KARS1P3	223.96	0	148.491	395.093	0	272.169
ENSG00000262966	ENSG00000262966	214.603	0	769.608	57.721	1	247.376
ENSG00000262967	ENSG00000262967	67.115	1	183.084	160.771	0	26.095
ENSG00000262974	ENSG00000262974	281.099	0	383.707	186.701	0	345.712
ENSG00000262979	ENSG00000262979	276.507	0	174.051	309.947	2	373.525
ENSG00000262980	OR52L2P	39.279	0	617.899	147.227	0	106.579
ENSG00000262983	ENSG00000262983	428.63	0	313.758	213.316	0	386.673
ENSG00000262990	ENSG00000262990	72.382	0	230.472	277.443	0	195.754
ENSG00000262995	ENSG00000262995	210.955	0	206.67	206.283	0	209.038
ENSG00000262999	ENSG00000262999	531.71	0	91.764	203.105	0	104.833
ENSG00000263001	GTF2I	95.527	7003.969	93.584	136.685	5913.919	478.682
ENSG00000263002	ZNF234	177.826	349	110.965	220.445	249	112.161
ENSG00000263004	AKAP1-DT	19.531	79	35.746	243.134	66.999	452.819
ENSG00000263006	ROCK1P1	170.396	0	140.883	198.442	0	434.983
ENSG00000263011	ENSG00000263011	121.959	0	249.629	462.782	0	378.772
ENSG00000263015	ENSG00000263015	362.428	0	804.058	631.653	1	14.438
ENSG00000263017	ENSG00000263017	440.612	0	233.513	186.38	0	126.26
ENSG00000263020	ENSG00000263020	134.516	0	181.988	703.378	25.425	94.278
ENSG00000263029	ENSG00000263029	201.058	0	221.995	634.797	0	99.252
ENSG00000263033	ENSG00000263033	298.707	0	1177.651	66.942	0	267.776
ENSG00000263041	ENSG00000263041	683.252	0	372.368	1041.003	1	126.429
ENSG00000263045	ENSG00000263045	197.432	0	139.349	299.318	0	529.802
ENSG00000263050	DPH1-AS1	115.043	0	300.044	11.316	0	46.032
ENSG00000263051	ENSG00000263051	67.28	0	193.045	94.917	0	59.695
ENSG00000263063	ENSG00000263063	200.373	3	74.152	102.157	3	274.064
ENSG00000263065	ENSG00000263065	69.152	0	161.772	13.262	0	67.528
ENSG00000263069	RNF213-AS1	68.733	70	25.713	130.079	41	418.183
ENSG00000263070	ENSG00000263070	58.928	0	87.899	160.638	0	170.721
ENSG00000263072	ZNF213-AS1	261.75	215.002	128.663	121.7	217.001	487.987
ENSG00000263080	ENSG00000263080	233.405	1	98.166	345.952	0	193.833
ENSG00000263081	ENSG00000263081	184.839	0	147.592	375.075	0	433.908
ENSG00000263089	ENSG00000263089	476.264	1	146.317	185.209	0	167.614
ENSG00000263096	ENSG00000263096	178.307	1	52.738	470.54	0	111.058
ENSG00000263098	ENSG00000263098	272.358	0	225.557	9.461	0	71.809
ENSG00000263105	ENSG00000263105	13.538	1	35.052	158.072	1	369.987
ENSG00000263107	ENSG00000263107	727.515	0	310.266	221.895	0	74.168
ENSG00000263110	ENSG00000263110	195.983	0	205.785	372.656	0	199.821
ENSG00000263120	ENSG00000263120	210.646	1	398.124	92.806	7	141.057
ENSG00000263125	ARL2BPP8	409.571	0	193.179	277.212	0	87.48
ENSG00000263126	ENSG00000263126	48.707	6.628	60.899	312.856	4.859	362.196
ENSG00000263142	LRRC37A17P	350.397	36.453	267.178	369.613	24.724	317.622
ENSG00000263146	LINC01896	59.098	0	56.271	72.345	1	108.518
ENSG00000263154	ENSG00000263154	336.337	0	133.207	17.464	0	366.362
ENSG00000263155	MYZAP	296.317	412.53	484.784	36.37	282.028	83.234
ENSG00000263159	ENSG00000263159	439.947	0	63.262	134.635	0	165.356
ENSG00000263164	ENSG00000263164	377.708	0	103.866	166.173	0	263.729
ENSG00000263165	ENSG00000263165	237.177	0	227.193	31.97	2	80.444
ENSG00000263167	ENSG00000263167	123.517	0	118.718	169.774	0	55.504
ENSG00000263171	ENSG00000263171	42.592	0	325.441	237.642	0	84.6
ENSG00000263176	ENSG00000263176	70.974	0	718.457	363.093	0	37.582
ENSG00000263177	MTND1P8	46.904	0	272.257	266.684	0	108.195
ENSG00000263179	HNRNPCP4	178.743	0	166.657	46.279	0	379.173
ENSG00000263189	ENSG00000263189	361.653	0	177.187	750.648	0	42.724
ENSG00000263196	MTND3P13	288.708	0	130.054	107.434	0	68.242
ENSG00000263199	ENSG00000263199	142.393	0	317.52	438.759	0	78.015
ENSG00000263201	DPEP2NB	341.914	1	106.564	440.863	0	146.94
ENSG00000263206	KYNUP3	200.399	0	286.916	375.171	0	94.4
ENSG00000263207	ENSG00000263207	35.875	0	71.818	841.999	0	523.433
ENSG00000263212	ENSG00000263212	46.706	0	87.285	266.254	0	30.414
ENSG00000263218	ENSG00000263218	45.943	0	838.421	152.384	0	87.422
ENSG00000263219	RYKP1	345.979	0	357.52	212.402	2	121.499
ENSG00000263220	ENSG00000263220	160.281	0	166.823	266.534	0	196.717
ENSG00000263232	ATP5F1AP3	502.682	0	320.948	971.658	3	419.033
ENSG00000263234	ENSG00000263234	332.035	0	104.492	19.186	0	7.409
ENSG00000263235	ENSG00000263235	10.761	0	290.544	91.613	0	169.843
ENSG00000263237	ENSG00000263237	334.523	0	36.406	376.513	0	260.778
ENSG00000263241	MTCYBP33	400.217	0	521.877	352.826	0	338.59
ENSG00000263244	ENSG00000263244	176.988	0	118.854	117.106	0	71.994
ENSG00000263252	ENSG00000263252	371.757	0	191.85	431.983	0	201.764
ENSG00000263253	ENSG00000263253	517.101	0	50.293	324.545	0	434.13
ENSG00000263257	LINC03107	21.227	2	260.213	146.266	0	137.49
ENSG00000263266	RPS7P1	220.912	28.302	124.983	338.496	29.551	199.082
ENSG00000263271	ENSG00000263271	234.736	0	140.667	135.466	0	529.031
ENSG00000263272	ENSG00000263272	119.193	14.002	86.39	83.579	4	206.172
ENSG00000263276	ENSG00000263276	654.723	6.795	181.653	125.471	6.88	76.562
ENSG00000263278	ENSG00000263278	77.667	0	102.593	84.832	0	325.91
ENSG00000263279	ENSG00000263279	86.92	0	465.434	225.352	0	191.758
ENSG00000263280	ENSG00000263280	135.978	0	92.706	537.229	3	305.608
ENSG00000263293	EFCAB13-DT	1094.464	0	150.903	714.488	0	232.94
ENSG00000263300	ENSG00000263300	162.645	0	120.172	120.98	0	135.768
ENSG00000263301	ENSG00000263301	77.557	0	701.677	754.481	0	141.092
ENSG00000263305	ENSG00000263305	105.699	0	119.688	132.279	0	153.914
ENSG00000263307	RSL1D1-DT	403.425	0	155.469	517.287	0	219.364
ENSG00000263311	ENSG00000263311	179.772	0	76.824	1272.184	0	113.409
ENSG00000263312	LINC01975	117.689	0	515.29	133.296	0	123.68
ENSG00000263317	LINC01982	150.947	0	198.864	201.96	0	304.653
ENSG00000263321	ENSG00000263321	383.023	0	904.359	52.478	0	469.291
ENSG00000263325	ENSG00000263325	97.455	0	232.738	159.785	0	209.153
ENSG00000263326	ENSG00000263326	374.448	0	94.595	213.043	0	279.745
ENSG00000263327	TAPT1-AS1	58.973	74.001	63.568	609.439	99	41.072
ENSG00000263331	ENSG00000263331	150.789	0	52.699	229.961	0	118.515
ENSG00000263335	ENSG00000263335	37.714	0	182.568	257.64	0	97.212
ENSG00000263338	ENSG00000263338	199.579	1	358.935	1.171	0	408.194
ENSG00000263342	ENSG00000263342	249.518	0	45.964	301.441	0	180.113
ENSG00000263343	ENSG00000263343	130.426	0	91.552	317.292	0	425.454
ENSG00000263345	SGSM2-AS1	236.089	1	7.529	368.435	1	328.145
ENSG00000263353	PPIAL4A	105.117	0	30.031	251.841	0	163.831
ENSG00000263354	MIR5011	25.207	0	264.393	167.421	0	121.171
ENSG00000263355	AKR1B10P2	359.843	0	98.435	538.547	0	247.418
ENSG00000263360	RN7SL134P	304.682	0	99.778	95.455	0	664.633
ENSG00000263361	MIR378H	218.907	0	119.758	206.053	0	97.706
ENSG00000263363	MIR5702	78.189	0	94.862	175.048	0	136.2
ENSG00000263366	ABHD17AP5	583.628	0	64.336	442.578	0	66.766
ENSG00000263368	MSANTD3P1	134.093	0	253.073	480.77	0	446.394
ENSG00000263369	ENSG00000263369	475.742	0	94.21	276.863	0	363.06
ENSG00000263370	ENSG00000263370	35.631	0	85.224	165.544	0	338.71
ENSG00000263372	MIR548AO	318.912	0	68.575	194.28	0	449.273
ENSG00000263375	ENSG00000263375	53.525	0	463.894	206.74	0	287.192
ENSG00000263381	MIR5584	141.511	0	255.144	128.705	0	214.056
ENSG00000263382	ENSG00000263382	207.203	0	16.429	125.045	0	242.219
ENSG00000263389	MIR3973	73.758	0	228.807	171.342	0	746.031
ENSG00000263390	MIR3119-2	632.314	0	525.759	105.022	0	63.145
ENSG00000263393	ENSG00000263393	94.114	0	35.438	161.923	1	140.675
ENSG00000263394	ENSG00000263394	388.133	0	271.957	43.794	1	294.212
ENSG00000263396	ENSG00000263396	43.362	0	57.172	152.443	0	70.986
ENSG00000263399	MIR3170	61.869	0	821.039	48.544	0	73.372
ENSG00000263400	TMEM220-AS1	321.992	20	187.74	7.66	19	19.47
ENSG00000263403	MIR4673	82.948	0	152.294	64.757	0	778.076
ENSG00000263405	PA2G4P3	70.427	0	97.235	187.507	0	65.422
ENSG00000263407	MIR4660	49.912	0	9.774	24.593	0	57.343
ENSG00000263409	MIR4747	211.832	0	233.073	161.858	0	215.445
ENSG00000263410	RN7SL460P	209.397	0	123.643	591.985	0	133.871
ENSG00000263412	NFE2L1-DT	119.766	51	237.106	89.291	20	191.376
ENSG00000263413	MIR4538	505.071	0	202.731	204.01	0	458.922
ENSG00000263414	MIR3187	213.284	0	122.115	563.052	0	41.063
ENSG00000263417	GTSCR1	39.622	0	180.299	233.877	0	101.869
ENSG00000263424	ENSG00000263424	332.599	0	382.463	2.609	0	95.274
ENSG00000263426	RN7SL471P	129.282	97	184.852	20.142	61	220.543
ENSG00000263427	ENSG00000263427	302.956	1	27.245	134.289	0	197.191
ENSG00000263429	TMEM238L	301.154	0	510.504	226.271	0	292.17
ENSG00000263432	RN7SL689P	185.319	7	169.051	147.072	1	124.125
ENSG00000263433	ENSG00000263433	337.837	0	284.803	250.203	0	267.688
ENSG00000263435	ENSG00000263435	547.269	0	156.692	124.316	0	63.154
ENSG00000263436	MIR3158-1	246.664	0	210.476	31.949	0	99.4
ENSG00000263438	LINC01919	25.703	0	461.797	96.066	0	15.347
ENSG00000263439	MIR4753	38.625	0	312.14	20.507	0	620.174
ENSG00000263443	ENSG00000263443	198.77	0	59.329	64.633	0	13.223
ENSG00000263445	MIR4450	377.862	0	28.987	334.067	0	15.989
ENSG00000263450	ENSG00000263450	337.358	0	271.719	327.102	0	238.317
ENSG00000263453	ENSG00000263453	49.439	0	541.734	434.448	0	27.735
ENSG00000263456	MIR5189	102.81	0	34.499	29.859	0	69.336
ENSG00000263458	MIR4455	126.62	0	574.478	274.133	0	111.932
ENSG00000263460	BOD1P1	102.947	0	137.431	174.705	0	6.908
ENSG00000263465	SRSF8	276.293	1856	212.024	48.331	1400	105.049
ENSG00000263466	ENSG00000263466	19.594	0	235.851	25.162	0	80.289
ENSG00000263468	MIR3130-2	551.069	0	688.611	115.226	0	39.747
ENSG00000263476	MIR3156-1	203.455	0	78.652	417.709	0	130.186
ENSG00000263477	ENSG00000263477	72.95	0	3.32	328.86	0	11.752
ENSG00000263479	RN7SL509P	451.879	0	284.338	220.143	0	255
ENSG00000263482	ANTXRLP1	214.151	0	318.111	1019.084	0	7.749
ENSG00000263483	MTATP6P3	357.932	0	90.048	53.479	0	173.388
ENSG00000263485	ENSG00000263485	109.842	0	439.514	251.761	0	21.942
ENSG00000263489	ENSG00000263489	22.557	0	318.29	228.111	0	110.438
ENSG00000263490	RN7SL155P	95.377	0	289.245	495.39	0	87.119
ENSG00000263494	ENSG00000263494	210.596	0	182.727	160.138	0	38.213
ENSG00000263499	ENSG00000263499	447.045	0	50.927	168.525	0	266.967
ENSG00000263501	ENSG00000263501	194.757	1	240.803	264.986	0	114.327
ENSG00000263503	MAPK8IP1P2	126.432	0	241.294	224.12	1.039	611.202
ENSG00000263505	SLC25A3P3	283.314	0	242.167	116.995	0	76.776
ENSG00000263508	ENSG00000263508	222.06	0	287.512	470.077	2	75.895
ENSG00000263510	MIR4497	288.496	0	91.535	345.481	0	383.272
ENSG00000263511	MIR5699	248.384	0	261.428	365.189	0	322.096
ENSG00000263512	MIR4311	235.98	0	230.116	752.212	0	49.626
ENSG00000263513	FAM72C	416.702	26.881	102.968	36.108	38.018	332.549
ENSG00000263514	MIR3668	478.3	0	242.404	154.516	0	594.417
ENSG00000263515	MIR548AN	29.833	0	101.284	804.102	0	184.963
ENSG00000263520	LINC02563	130.104	0	389.845	217.519	0	91.931
ENSG00000263526	MIR378G	149.643	0	271.17	268.014	0	135.623
ENSG00000263527	MIR4526	159.002	0	101.545	211.29	0	312.656
ENSG00000263528	IKBKE	244.09	255.001	295.665	406.576	209	182.261
ENSG00000263529	RN7SL122P	119.105	0	178.015	183.929	0	77.23
ENSG00000263531	ENSG00000263531	378.507	0	369.359	126.897	1	13.868
ENSG00000263533	MIR4463	832.302	0	562.681	154.695	0	44.187
ENSG00000263535	AK4P1	141.932	34.387	144.992	134.242	54.44	206.965
ENSG00000263537	RN7SL387P	48.788	0	128.161	27.153	0	355.825
ENSG00000263540	MIR5582	102.405	0	136.834	22.247	0	161.936
ENSG00000263547	ENSG00000263547	45.91	0	29.132	137.307	0	93.905
ENSG00000263551	ENSG00000263551	44.428	0	204.487	176.192	0	198.31
ENSG00000263556	RN7SL383P	60.821	0	83.784	279.608	0	11.692
ENSG00000263558	RN7SL716P	90.506	0	76.468	68.704	0	58.575
ENSG00000263561	MIR4704	210.112	0	409.576	420.038	0	110.768
ENSG00000263563	UBBP4	263.354	3.134	7.745	261.252	4.016	163.043
ENSG00000263567	ENSG00000263567	364.797	0	101.495	249.009	0	578.535
ENSG00000263571	ENSG00000263571	54.842	0	391.698	110.419	0	170.458
ENSG00000263572	MIR7853	242.935	0	439.229	502.417	0	172.777
ENSG00000263573	MIR4270	156.587	0	865.957	394.35	0	248.807
ENSG00000263574	ENSG00000263574	113.975	0	517.877	69.716	0	31.505
ENSG00000263575	MIR4665	112.326	0	21.24	518.934	0	291.978
ENSG00000263581	MIR548X2	247.448	0	311.618	188.334	0	62.796
ENSG00000263583	MIR4522	13.113	0	42.328	371.348	0	607.968
ENSG00000263584	MIR4480	215.653	0	523.788	51.137	0	282.031
ENSG00000263585	PYCR1-AS1	250.56	0	43.343	259.161	2	195.361
ENSG00000263586	HID1-AS1	612.576	0	43.88	82.842	2	95.897
ENSG00000263588	ENSG00000263588	250.014	0	32.429	191.716	0	437.446
ENSG00000263590	LINC02591	150.864	0	258.26	39.333	1.669	103.791
ENSG00000263593	MIR4804	63.006	0	310.578	244.655	0	35.844
ENSG00000263594	ENSG00000263594	147.031	0	230.875	52.414	0	135.233
ENSG00000263595	RN7SL823P	242.811	4	516.243	3.611	5	86.11
ENSG00000263597	MIR3936	469.013	0	416.338	84.839	0	591.901
ENSG00000263600	MIR3915	201.124	0	314.16	79.253	0	469.94
ENSG00000263602	MIR3185	139.225	0	281.429	123.451	0	78.711
ENSG00000263603	ENSG00000263603	195.217	1	14.492	64.116	0	462.642
ENSG00000263604	ENSG00000263604	159.201	0	78.081	51.111	0	226.505
ENSG00000263606	CHORDC1P4	127.842	2.023	187.443	243.158	2.373	1210.921
ENSG00000263608	RN7SL353P	258.327	0	358.933	243.788	0	143.239
ENSG00000263609	LINC02002	9.857	0	38.345	336.404	0	315.833
ENSG00000263611	ENSG00000263611	245.24	0	196.482	159.501	0	98.62
ENSG00000263612	ENSG00000263612	188.944	0	379.682	98.646	0	117.044
ENSG00000263613	ENSG00000263613	17.743	0	561.862	430.184	0	223.462
ENSG00000263615	MIR4306	216.708	0	310.626	8.217	0	140.323
ENSG00000263616	RN7SL178P	345.59	0	394.705	55.768	0	274.338
ENSG00000263618	ENSG00000263618	158.935	0	341.104	214.443	0	437.822
ENSG00000263620	ENSG00000263620	298.558	109.093	89.237	79.622	96.948	290.274
ENSG00000263622	ENSG00000263622	183.976	0	35.619	315.973	0	752.607
ENSG00000263624	ENSG00000263624	110.672	0	154.892	129.645	0	276.421
ENSG00000263627	PPP4R1-AS1	585.005	0	165.656	110.177	2	122.187
ENSG00000263628	MIR3155A	392.797	0	80.665	236.652	0	369.763
ENSG00000263629	MIR5586	116.418	0	235.659	230.304	0	277.543
ENSG00000263631	MIR378D1	273.698	0	98.293	57.089	0	175.206
ENSG00000263634	MIR3919	40.63	0	428.695	243.85	0	56.056
ENSG00000263635	ENSG00000263635	348.446	0	396.813	202.633	0	632.084
ENSG00000263637	ENSG00000263637	109.832	0	504.859	23.808	0	486.309
ENSG00000263639	MSMB	174.553	50	228.36	298.804	46	144.277
ENSG00000263641	MIR4777	181.925	0	280.603	164.674	0	353.954
ENSG00000263642	MIR4802	141.872	0	122.185	201.635	0	191.946
ENSG00000263643	MIR4515	265.51	0	675.749	67.899	0	108.093
ENSG00000263644	ENSG00000263644	311.634	0	236.471	260.169	0	34.53
ENSG00000263647	BPTFP1	102.116	9.517	279.18	447.743	14.621	259.567
ENSG00000263648	ENSG00000263648	645.327	8	33.71	47.588	14	689.254
ENSG00000263649	MIR3135B	485.477	0	771.515	8.536	0	10.202
ENSG00000263652	MIR548AX	203.135	0	167.856	519.168	0	21.792
ENSG00000263655	ENSG00000263655	147.36	0	468.399	96.636	0	11.453
ENSG00000263657	ENSG00000263657	43.863	0	149.063	223.329	0	189.514
ENSG00000263666	SNORA70D	453.532	0	104.791	49.091	0	293.73
ENSG00000263667	LINC03066	205.131	0	33.31	230.244	0	204.208
ENSG00000263669	RN7SL470P	28.021	0	88.507	115.897	0	123.58
ENSG00000263670	MIR4457	190.02	0	87.087	137.376	0	12.175
ENSG00000263672	RN7SL750P	394.044	0	97.48	318.452	0	131.902
ENSG00000263674	ENSG00000263674	269.337	0	97.433	97.658	0	183.873
ENSG00000263675	MIR5581	25.643	0	38.802	244.372	0	45.22
ENSG00000263676	MIR4632	177.647	0	46.8	91.631	0	131.393
ENSG00000263677	ENSG00000263677	302.068	1	20.406	641.341	1	647.627
ENSG00000263680	ENSG00000263680	86.897	0	159.921	271.796	2	373.352
ENSG00000263681	MIR3197	34.222	0	291.834	282.695	0	26.174
ENSG00000263682	ENSG00000263682	407.328	0	674.736	2.16	0	138.716
ENSG00000263683	ENSG00000263683	130.147	0	154.202	610.741	0	178.854
ENSG00000263684	ENSG00000263684	268.054	13	115.208	386.241	13	122.221
ENSG00000263688	ENSG00000263688	47.147	0	408.601	383.098	0	209.427
ENSG00000263690	MIR548D2	80.754	0	279.234	249.922	0	381.046
ENSG00000263693	MIR3161	2.649	0	64.497	195.8	0	297.656
ENSG00000263697	MIR3621	35.286	0	4.333	484.937	0	341.599
ENSG00000263698	ENSG00000263698	318.756	0	49.952	163.995	3	63.843
ENSG00000263705	MIR5689	156.892	0	371.081	254.49	0	124.625
ENSG00000263707	ENSG00000263707	268.396	1	425.007	269.045	0	78.254
ENSG00000263708	ENSG00000263708	323.859	0	920.573	114.281	0	492.232
ENSG00000263709	ENSG00000263709	190.122	0	108.82	419.402	0	222.91
ENSG00000263711	LINC02864	9.682	0	568.047	327.357	0	464.079
